iter	RMSE
1677	241287.1711
1678	241276.0143
1679	241258.5794
1680	241246.9586
1681	241234.2631
1682	241208.0507
1683	241193.0222
1684	241180.3918
1685	241165.5839
1686	241153.1882
1687	241132.5203
1688	241112.3676
1689	241097.4284
1690	241082.7959
1691	241068.7968
1692	241048.9731
1693	241034.247
1694	240999.101
1695	240984.6847
1696	240970.9043
1697	240957.2171
1698	240932.3154
1699	240914.5093
1700	240891.7526
1701	240876.8071
1702	240862.1582
1703	240850.0876
1704	240810.6496
1705	240774.4283
1706	240763.3294
1707	240750.9182
1708	240737.4118
1709	240720.3071
1710	240706.8528
1711	240697.5624
1712	240687.5214
1713	240672.2265
1714	240634.6181
1715	240604.2043
1716	240587.3116
1717	240568.9297
1718	240553.4257
1719	240538.3772
1720	240501.1633
1721	240466.1497
1722	240452.7352
1723	240436.0801
1724	240412.7269
1725	240397.838
1726	240378.7187
1727	240365.1367
1728	240354.5065
1729	240337.0523
1730	240328.0257
1731	240308.2686
1732	240283.4037
1733	240271.4562
1734	240261.1335
1735	240231.1944
1736	240219.3847
1737	240199.8013
1738	240192.5707
1739	240176.2927
1740	240160.1171
1741	240144.0528
1742	240128.0896
1743	240115.0388
1744	240102.9009
1745	240089.5849
1746	240071.7054
1747	240058.7967
1748	240029.2982
1749	240016.4992
1750	239993.7849
1751	239976.2451
1752	239963.2935
1753	239953.7522
1754	239924.4569
1755	239902.0394
1756	239880.1086
1757	239859.9012
1758	239839.0647
1759	239817.4866
1760	239784.0841
1761	239749.6851
1762	239738.0711
1763	239721.5204
1764	239695.8508
1765	239678.1431
1766	239635.8222
1767	239620.9073
1768	239604.1819
1769	239569.0255
1770	239557.7452
1771	239537.3284
1772	239522.1422
1773	239512.8977
1774	239494.0098
1775	239485.3786
1776	239476.8384
1777	239453.7065
1778	239439.1542
1779	239430.7219
1780	239400.8473
1781	239386.7725
1782	239372.7829
1783	239338.6195
1784	239321.7168
1785	239312.374
1786	239298.459
1787	239282.943
1788	239259.3125
1789	239237.3481
1790	239224.3898
1791	239211.7081
1792	239196.3508
1793	239162.6464
1794	239147.3862
1795	239121.7174
1796	239110.2537
1797	239096.1194
1798	239080.9886
1799	239065.6991
1800	239055.1741
1801	239015.2602
1802	239003.9687
1803	238974.7255
1804	238958.9413
1805	238943.9277
1806	238926.6447
1807	238908.398
1808	238895.6497
1809	238874.7972
1810	238861.8543
1811	238848.4112
1812	238831.4707
1813	238816.6935
1814	238798.6737
1815	238778.1186
1816	238769.3587
1817	238753.5709
1818	238720.3267
1819	238687.1162
1820	238669.2553
1821	238648.2769
1822	238610.6822
1823	238596.1214
1824	238572.2975
1825	238525.996
1826	238493.2359
1827	238460.6602
1828	238445.9655
1829	238429.3006
1830	238410.9586
1831	238398.7635
1832	238385.3674
1833	238372.3884
1834	238357.1825
1835	238324.2915
1836	238300.1389
1837	238273.153
1838	238256.3569
1839	238245.6871
1840	238226.2782
1841	238215.6422
1842	238196.4448
1843	238153.2434
1844	238141.0583
1845	238124.6899
1846	238091.0833
1847	238075.7231
1848	238062.6818
1849	238041.8887
1850	238025.4729
1851	238007.4246
1852	237999.5789
1853	237981.3141
1854	237973.7065
1855	237963.0527
1856	237943.0285
1857	237930.4103
1858	237914.8524
1859	237881.8583
1860	237865.5801
1861	237852.9296
1862	237835.1242
1863	237820.8449
1864	237808.4729
1865	237793.7812
1866	237780.6378
1867	237763.0146
1868	237751.6159
1869	237740.0097
1870	237732.3906
1871	237714.9262
1872	237683.1518
1873	237664.7157
1874	237633.3198
1875	237601.3974
1876	237587.5223
1877	237574.9404
1878	237558.9557
1879	237543.8056
1880	237526.9467
1881	237513.1754
1882	237482.1364
1883	237467.27
1884	237450.3324
1885	237441.789
1886	237426.8804
1887	237413.2812
1888	237398.4695
1889	237372.0144
1890	237359.6413
1891	237333.398
1892	237316.3994
1893	237294.6358
1894	237288.4495
1895	237266.3902
1896	237249.9379
1897	237233.6164
1898	237220.4087
1899	237208.3447
1900	237193.2471
1901	237178.6204
1902	237165.7873
1903	237156.9937
1904	237148.768
1905	237138.3328
1906	237118.7255
1907	237098.6633
1908	237086.4758
1909	237072.0581
1910	237041.2367
1911	237026.7687
1912	237010.1555
1913	236995.2061
1914	236979.6515
1915	236968.6669
1916	236952.1738
1917	236938.583
1918	236930.7397
1919	236908.9823
1920	236893.0902
1921	236881.2978
1922	236866.4225
1923	236847.0178
1924	236828.3789
1925	236827.3436
1926	236812.7444
1927	236798.5932
1928	236784.5381
1929	236754.1696
1930	236737.2531
1931	236721.8892
1932	236707.9279
1933	236700.2647
1934	236677.4866
1935	236665.9452
1936	236652.1541
1937	236640.0277
1938	236628.0586
1939	236610.0289
1940	236596.3292
1941	236566.2983
1942	236547.5478
1943	236529.0281
1944	236514.1115
1945	236498.9399
1946	236469.2139
1947	236439.6437
1948	236426.5577
1949	236397.2966
1950	236389.2109
1951	236374.4907
1952	236364.2514
1953	236346.6126
1954	236333.6611
1955	236313.8521
1956	236306.487
1957	236295.1291
1958	236278.9355
1959	236263.3994
1960	236251.9797
1961	236237.1021
1962	236221.2861
1963	236181.6269
1964	236165.4281
1965	236151.936
1966	236141.1186
1967	236130.6879
1968	236119.3391
1969	236106.2785
1970	236093.5922
1971	236079.3235
1972	236068.1566
1973	236045.9994
1974	236038.0439
1975	236002.3537
1976	235986.4571
1977	235975.781
1978	235966.0611
1979	235953.4842
1980	235942.0959
1981	235929.7076
1982	235921.8742
1983	235910.583
1984	235899.3574
1985	235881.6801
1986	235859.8683
1987	235841.0121
1988	235829.4902
1989	235816.3132
1990	235805.4491
1991	235774.9345
1992	235758.5301
1993	235722.5194
1994	235710.3493
1995	235696.2124
1996	235661.2391
1997	235633.3008
1998	235610.013
1999	235581.3915
2000	235566.692
2001	235550.8481
2002	235522.528
2003	235511.535
2004	235498.563
2005	235485.6779
2006	235474.4936
2007	235461.6948
2008	235457.2893
2009	235442.7754
2010	235414.7463
2011	235384.0296
2012	235353.7347
2013	235310.347
2014	235297.631
2015	235283.3072
2016	235257.6309
2017	235245.0392
2018	235228.889
2019	235207.7189
2020	235197.2949
2021	235184.84
2022	235172.4678
2023	235160.1777
2024	235147.9688
2025	235127.9133
2026	235115.7859
2027	235070.0814
2028	235052.7952
2029	235022.9495
2030	235012.8608
2031	235000.8697
2032	234985.1085
2033	234973.196
2034	234955.6578
2035	234934.6638
2036	234925.5137
2037	234913.6772
2038	234899.743
2039	234884.3374
2040	234846.7096
2041	234816.906
2042	234802.6243
2043	234785.7899
2044	234770.7134
2045	234760.7529
2046	234745.5421
2047	234732.8297
2048	234721.1095
2049	234694.4374
2050	234687.2944
2051	234675.4068
2052	234666.3977
2053	234639.4957
2054	234629.7236
2055	234605.8593
2056	234590.5682
2057	234570.9377
2058	234554.4985
2059	234524.8379
2060	234491.7355
2061	234480.1323
2062	234454.1646
2063	234429.4564
2064	234406.8152
2065	234391.9316
2066	234383.5439
2067	234372.0184
2068	234342.7505
2069	234332.3776
2070	234318.3541
2071	234304.7983
2072	234297.2338
2073	234283.7935
2074	234272.8368
2075	234262.6255
2076	234250.9956
2077	234243.7095
2078	234235.369
2079	234224.0852
2080	234205.6459
2081	234195.8685
2082	234184.4269
2083	234171.2037
2084	234158.0937
2085	234135.0437
2086	234108.5939
2087	234094.7918
2088	234084.2202
2089	234069.6243
2090	234060.1182
2091	234022.8793
2092	233994.3277
2093	233980.6957
2094	233971.2417
2095	233956.0568
2096	233937.8934
2097	233919.9312
2098	233883.1737
2099	233868.387
2100	233858.4666
2101	233848.4438
2102	233812.1343
2103	233794.3604
2104	233783.8348
2105	233755.787
2106	233728.0639
2107	233716.9326
2108	233704.7483
2109	233690.028
2110	233680.6659
2111	233667.8808
2112	233656.9598
2113	233646.6456
2114	233637.3672
2115	233623.7443
2116	233614.5207
2117	233603.7164
2118	233587.1099
2119	233572.321
2120	233565.031
2121	233554.2906
2122	233526.8893
2123	233485.8749
2124	233470.2042
2125	233441.7781
2126	233424.7889
2127	233415.1448
2128	233393.1127
2129	233382.7537
2130	233365.4951
2131	233352.0593
2132	233342.8932
2133	233332.2163
2134	233321.609
2135	233307.5096
2136	233295.6422
2137	233277.8192
2138	233264.3661
2139	233251.0643
2140	233239.1036
2141	233228.5566
2142	233213.5204
2143	233196.6088
2144	233168.2315
2145	233161.2203
2146	233113.5044
2147	233107.1566
2148	233096.6735
2149	233083.436
2150	233072.6034
2151	233047.7214
2152	233038.8161
2153	233028.441
2154	233018.1331
2155	232997.9041
2156	232987.6622
2157	232978.942
2158	232968.811
2159	232956.7053
2160	232941.5287
2161	232930.8606
2162	232921.1913
2163	232909.5746
2164	232898.4276
2165	232882.3556
2166	232835.1937
2167	232814.698
2168	232806.1303
2169	232779.4532
2170	232769.6371
2171	232759.3149
2172	232742.7481
2173	232721.2682
2174	232711.2962
2175	232701.8086
2176	232693.506
2177	232677.4379
2178	232659.0668
2179	232650.6357
2180	232634.863
2181	232621.4371
2182	232590.3726
2183	232580.586
2184	232564.3748
2185	232550.591
2186	232536.5799
2187	232516.2278
2188	232509.3658
2189	232500.2247
2190	232473.2648
2191	232432.6501
2192	232406.5351
2193	232392.3628
2194	232386.4409
2195	232376.7142
2196	232368.5369
2197	232356.5556
2198	232344.9405
2199	232332.737
2200	232319.795
2201	232314.1096
2202	232298.2491
2203	232274.2503
2204	232260.3492
2205	232236.0687
2206	232224.2593
2207	232213.2037
2208	232203.6077
2209	232190.8566
2210	232181.4885
2211	232169.5601
2212	232157.9233
2213	232144.5409
2214	232120.8449
2215	232110.5807
2216	232084.1556
2217	232076.2059
2218	232049.0933
2219	232041.0121
2220	232029.3726
2221	232018.4505
2222	232009.0454
2223	231982.6545
2224	231971.1889
2225	231944.4971
2226	231929.1821
2227	231896.9331
2228	231873.5582
2229	231859.9728
2230	231846.5654
2231	231840.345
2232	231829.0536
2233	231821.0586
2234	231786.8454
2235	231774.2328
2236	231761.7853
2237	231750.5693
2238	231742.6196
2239	231731.4932
2240	231722.2177
2241	231696.6301
2242	231686.7288
2243	231678.8632
2244	231655.0441
2245	231643.4989
2246	231628.6252
2247	231621.8465
2248	231616.4026
2249	231607.4648
2250	231594.3207
2251	231588.6405
2252	231573.9469
2253	231536.8721
2254	231517.3738
2255	231508.3442
2256	231492.9734
2257	231478.1469
2258	231463.0955
2259	231455.5783
2260	231447.9553
2261	231433.4744
2262	231423.1947
2263	231408.4673
2264	231382.3072
2265	231374.5597
2266	231349.5589
2267	231339.0726
2268	231324.7739
2269	231287.3807
2270	231273.856
2271	231263.14
2272	231250.1558
2273	231239.2895
2274	231229.7919
2275	231224.1059
2276	231209.8751
2277	231197.5378
2278	231187.0229
2279	231172.806
2280	231165.4135
2281	231152.6321
2282	231134.6168
2283	231127.1015
2284	231119.4669
2285	231110.5
2286	231100.1176
2287	231057.2408
2288	231048.4366
2289	231034.5032
2290	231021.5671
2291	231005.0034
2292	230995.252
2293	230983.0952
2294	230974.177
2295	230963.9231
2296	230956.6561
2297	230946.981
2298	230938.1286
2299	230920.2632
2300	230915.0968
2301	230892.1905
2302	230882.582
2303	230873.0456
2304	230860.588
2305	230851.7863
2306	230844.3444
2307	230831.3764
2308	230806.9318
2309	230798.2196
2310	230787.3566
2311	230764.731
2312	230740.551
2313	230686.8624
2314	230673.8493
2315	230665.1902
2316	230648.4013
2317	230639.7944
2318	230595.8963
2319	230553.8528
2320	230545.4925
2321	230536.9359
2322	230512.0413
2323	230499.7432
2324	230486.2017
2325	230477.6996
2326	230468.2429
2327	230458.857
2328	230450.9275
2329	230426.1461
2330	230419.8227
2331	230395.4225
2332	230385.3799
2333	230376.922
2334	230366.6892
2335	230355.506
2336	230348.3948
2337	230336.2942
2338	230325.9219
2339	230272.9638
2340	230252.0735
2341	230228.1644
2342	230215.3214
2343	230200.1028
2344	230165.1614
2345	230155.3294
2346	230145.5749
2347	230139.5493
2348	230123.7324
2349	230115.3838
2350	230108.3887
2351	230097.5196
2352	230090.6086
2353	230083.5072
2354	230064.6151
2355	230050.0098
2356	230016.3067
2357	230011.407
2358	229996.9632
2359	229988.3719
2360	229977.0966
2361	229968.8343
2362	229952.822
2363	229944.6099
2364	229937.3441
2365	229930.3833
2366	229907.5488
2367	229897.6485
2368	229889.5879
2369	229879.0027
2370	229868.3876
2371	229861.528
2372	229847.5268
2373	229831.7598
2374	229819.7547
2375	229811.4983
2376	229806.6725
2377	229765.4474
2378	229752.1201
2379	229745.8398
2380	229736.2578
2381	229712.0498
2382	229679.639
2383	229670.0866
2384	229662.1109
2385	229647.724
2386	229641.0718
2387	229632.1466
2388	229604.84
2389	229598.0826
2390	229589.1452
2391	229579.7687
2392	229567.2181
2393	229559.3548
2394	229550.5363
2395	229542.5943
2396	229536.5852
2397	229531.8903
2398	229521.9719
2399	229512.2067
2400	229483.8655
2401	229477.2666
2402	229465.1515
2403	229455.425
2404	229443.0951
2405	229433.6352
2406	229425.4577
2407	229414.7301
2408	229401.7421
2409	229393.107
2410	229379.9056
2411	229368.515
2412	229351.6779
2413	229342.3056
2414	229330.1696
2415	229289.6116
2416	229279.8415
2417	229273.6944
2418	229266.8563
2419	229243.4229
2420	229237.0149
2421	229226.6806
2422	229212.29
2423	229199.4631
2424	229189.7767
2425	229184.4076
2426	229166.3927
2427	229160.0395
2428	229151.0642
2429	229141.4895
2430	229132.4686
2431	229122.9277
2432	229111.3995
2433	229075.4968
2434	229068.1156
2435	229055.4283
2436	229043.4996
2437	229034.6664
2438	229023.6994
2439	229001.6738
2440	228990.9325
2441	228982.6487
2442	228973.1851
2443	228966.7926
2444	228957.7358
2445	228917.7991
2446	228907.6115
2447	228894.0033
2448	228884.6912
2449	228856.3924
2450	228850.0897
2451	228840.884
2452	228819.3887
2453	228784.8014
2454	228778.4349
2455	228758.2216
2456	228744.0976
2457	228732.2041
2458	228723.0788
2459	228707.7711
2460	228700.4015
2461	228689.0915
2462	228680.0701
2463	228673.7349
2464	228658.785
2465	228649.8369
2466	228641.7094
2467	228626.2101
2468	228617.5157
2469	228607.133
2470	228583.9123
2471	228577.6953
2472	228526.6786
2473	228511.4019
2474	228505.3654
2475	228496.5496
2476	228483.2591
2477	228455.1511
2478	228448.8925
2479	228441.3376
2480	228430.8715
2481	228423.6565
2482	228412.3417
2483	228403.6271
2484	228388.8598
2485	228378.5389
2486	228367.12
2487	228360.9206
2488	228340.0131
2489	228328.3004
2490	228289.1973
2491	228279.4011
2492	228273.2386
2493	228264.618
2494	228237.1012
2495	228219.6558
2496	228209.663
2497	228201.1108
2498	228196.7163
2499	228180.6686
2500	228130.1358
2501	228121.338
2502	228085.3462
2503	228063.6393
2504	228048.5959
2505	228035.5293
2506	228031.1941
2507	228019.9486
2508	228010.9496
2509	227979.569
2510	227973.4485
2511	227966.3358
2512	227960.5015
2513	227951.79
2514	227940.2443
2515	227930.0025
2516	227923.9266
2517	227910.2212
2518	227869.3575
2519	227863.3264
2520	227852.0539
2521	227845.0346
2522	227836.7067
2523	227826.0304
2524	227818.7444
2525	227808.9212
2526	227799.4214
2527	227783.3472
2528	227770.5259
2529	227764.0647
2530	227754.9968
2531	227745.6591
2532	227737.9066
2533	227726.97
2534	227718.7536
2535	227678.4001
2536	227672.0198
2537	227657.0032
2538	227644.3618
2539	227617.7664
2540	227591.0707
2541	227585.1599
2542	227573.0197
2543	227523.1398
2544	227510.643
2545	227495.9133
2546	227457.5309
2547	227447.9557
2548	227442.1386
2549	227436.1578
2550	227428.0658
2551	227420.0384
2552	227407.6494
2553	227358.3638
2554	227348.5328
2555	227334.4078
2556	227317.6362
2557	227305.5362
2558	227293.4375
2559	227267.2638
2560	227251.6714
2561	227245.8146
2562	227236.0633
2563	227210.2241
2564	227175.2395
2565	227169.4915
2566	227163.7839
2567	227149.5025
2568	227139.5723
2569	227129.1042
2570	227110.7602
2571	227098.4906
2572	227071.7103
2573	227062.4342
2574	227042.4724
2575	227033.1871
2576	227027.5107
2577	226978.6907
2578	226930.3045
2579	226917.3031
2580	226907.9649
2581	226901.1666
2582	226895.526
2583	226883.7081
2584	226874.0722
2585	226866.2742
2586	226859.3155
2587	226852.6361
2588	226832.9096
2589	226794.6882
2590	226781.5276
2591	226767.1245
2592	226732.6621
2593	226720.8555
2594	226715.1681
2595	226695.0796
2596	226655.8289
2597	226648.069
2598	226631.7574
2599	226624.1113
2600	226616.8432
2601	226610.2057
2602	226583.8915
2603	226577.7806
2604	226568.4823
2605	226541.4336
2606	226518.6824
2607	226513.0427
2608	226501.4572
2609	226495.8812
2610	226488.3107
2611	226480.3222
2612	226474.7328
2613	226448.9784
2614	226438.0244
2615	226431.4356
2616	226392.6015
2617	226384.1669
2618	226373.2806
2619	226364.1613
2620	226357.6301
2621	226352.1272
2622	226345.4545
2623	226331.4295
2624	226325.9633
2625	226310.864
2626	226302.0275
2627	226292.4956
2628	226286.9613
2629	226281.4579
2630	226274.8479
2631	226263.0323
2632	226235.0089
2633	226224.4725
2634	226214.5324
2635	226201.5264
2636	226163.188
2637	226154.2038
2638	226132.2505
2639	226123.0099
2640	226112.3038
2641	226104.9344
2642	226095.9408
2643	226074.1662
2644	226068.7316
2645	226054.5397
2646	226029.827
2647	226020.511
2648	226013.8839
2649	226000.6371
2650	225989.2464
2651	225964.9305
2652	225960.1607
2653	225926.8253
2654	225920.2456
2655	225908.7829
2656	225895.2479
2657	225890.0771
2658	225880.2465
2659	225862.1995
2660	225834.4988
2661	225827.3735
2662	225808.808
2663	225803.5017
2664	225797.0441
2665	225790.8765
2666	225739.0118
2667	225712.317
2668	225694.3135
2669	225689.0356
2670	225678.7574
2671	225667.3089
2672	225658.1513
2673	225633.5883
2674	225628.3433
2675	225602.7655
2676	225596.3667
2677	225581.103
2678	225575.9113
2679	225563.6699
2680	225536.3627
2681	225511.9646
2682	225506.5628
2683	225493.4868
2684	225445.1069
2685	225407.6837
2686	225395.2418
2687	225387.238
2688	225377.6529
2689	225370.6413
2690	225347.1374
2691	225335.3477
2692	225309.285
2693	225304.1454
2694	225279.2497
2695	225254.5275
2696	225245.8012
2697	225237.2171
2698	225232.1042
2699	225218.8066
2700	225205.6038
2701	225199.3006
2702	225176.2717
2703	225171.4655
2704	225165.7862
2705	225159.3839
2706	225116.3186
2707	225110.4013
2708	225100.9676
2709	225095.9069
2710	225086.8205
2711	225078.2283
2712	225072.8785
2713	225063.8589
2714	225056.4585
2715	225049.5366
2716	225031.9229
2717	225025.7023
2718	225020.1614
2719	225014.0006
2720	225008.7028
2721	225003.6683
2722	224998.8908
2723	224987.9139
2724	224975.4422
2725	224954.9564
2726	224950.8842
2727	224926.9346
2728	224916.111
2729	224900.3843
2730	224882.278
2731	224845.5141
2732	224828.3807
2733	224819.6466
2734	224814.6662
2735	224788.5143
2736	224780.1121
2737	224768.8055
2738	224755.3619
2739	224731.5674
2740	224725.7712
2741	224717.5092
2742	224712.8007
2743	224706.6904
2744	224696.6703
2745	224691.1559
2746	224665.3863
2747	224653.1055
2748	224643.2098
2749	224633.7036
2750	224597.3834
2751	224592.2661
2752	224566.8292
2753	224540.4472
2754	224529.929
2755	224524.1921
2756	224517.0933
2757	224512.4423
2758	224505.8053
2759	224495.133
2760	224490.3047
2761	224465.1658
2762	224460.3514
2763	224454.2726
2764	224439.0484
2765	224416.6659
2766	224407.3122
2767	224397.6861
2768	224390.4247
2769	224385.2023
2770	224363.177
2771	224357.8411
2772	224345.9166
2773	224337.8565
2774	224316.2367
2775	224303.1299
2776	224292.278
2777	224268.7311
2778	224246.9598
2779	224241.0028
2780	224235.4183
2781	224201.3972
2782	224173.6272
2783	224165.6559
2784	224150.2319
2785	224116.609
2786	224111.8422
2787	224103.6074
2788	224085.6676
2789	224081.1554
2790	224075.2451
2791	224070.8009
2792	224065.5607
2793	224057.7097
2794	224051.8252
2795	224046.6559
2796	224034.0941
2797	224010.8777
2798	223989.734
2799	223978.1534
2800	223973.468
2801	223960.1257
2802	223945.9462
2803	223939.3415
2804	223932.9461
2805	223926.007
2806	223919.4799
2807	223901.8938
2808	223897.5107
2809	223889.4086
2810	223884.8311
2811	223871.7407
2812	223864.0772
2813	223852.6588
2814	223838.6619
2815	223816.9555
2816	223780.1683
2817	223747.051
2818	223732.5833
2819	223728.1841
2820	223715.3202
2821	223710.7895
2822	223706.2837
2823	223682.0309
2824	223676.6101
2825	223661.7626
2826	223649.4942
2827	223645.2176
2828	223640.9633
2829	223636.4991
2830	223605.4361
2831	223599.7253
2832	223589.6218
2833	223580.5702
2834	223574.4
2835	223566.1392
2836	223555.9272
2837	223548.5736
2838	223532.2394
2839	223521.6666
2840	223498.9576
2841	223490.1603
2842	223484.0385
2843	223470.1344
2844	223449.3888
2845	223436.8306
2846	223429.2763
2847	223421.8093
2848	223397.9777
2849	223386.7966
2850	223376.8441
2851	223372.6898
2852	223361.396
2853	223350.9386
2854	223340.8562
2855	223332.0812
2856	223318.5752
2857	223313.4461
2858	223303.6624
2859	223296.3045
2860	223287.4275
2861	223283.396
2862	223276.5007
2863	223259.6468
2864	223231.5864
2865	223226.4759
2866	223209.5087
2867	223191.1596
2868	223176.553
2869	223172.2535
2870	223166.7258
2871	223161.497
2872	223150.854
2873	223140.5653
2874	223133.0588
2875	223125.9337
2876	223118.6906
2877	223111.6255
2878	223101.5099
2879	223090.4487
2880	223063.6371
2881	223057.3835
2882	223044.6527
2883	223032.0711
2884	223026.0886
2885	223017.5491
2886	223009.6965
2887	222988.8605
2888	222981.9413
2889	222976.0281
2890	222969.1863
2891	222964.6598
2892	222958.8145
2893	222954.9281
2894	222941.427
2895	222935.9744
2896	222926.1853
2897	222909.7029
2898	222885.2931
2899	222855.914
2900	222847.4289
2901	222837.4821
2902	222825.1096
2903	222814.3068
2904	222797.8275
2905	222789.366
2906	222766.2756
2907	222744.4228
2908	222733.6922
2909	222729.8729
2910	222694.3002
2911	222682.0137
2912	222677.0206
2913	222671.949
2914	222662.5505
2915	222651.9329
2916	222631.83
2917	222621.9818
2918	222588.9055
2919	222583.884
2920	222574.0789
2921	222551.2647
2922	222528.7484
2923	222522.0362
2924	222499.8128
2925	222482.2625
2926	222477.2673
2927	222467.5392
2928	222450.7292
2929	222445.0972
2930	222433.0966
2931	222413.0348
2932	222403.6735
2933	222397.9867
2934	222376.8083
2935	222360.0821
2936	222351.334
2937	222342.1084
2938	222335.5628
2939	222325.1855
2940	222304.2583
2941	222287.5241
2942	222281.0332
2943	222273.5493
2944	222264.98
2945	222261.1296
2946	222255.8959
2947	222243.1208
2948	222238.1761
2949	222231.1646
2950	222215.0494
2951	222210.2572
2952	222206.4914
2953	222200.1028
2954	222192.2809
2955	222176.134
2956	222159.3715
2957	222143.3978
2958	222127.5498
2959	222120.6809
2960	222085.7267
2961	222078.3989
2962	222069.8901
2963	222055.598
2964	222051.8789
2965	222046.3906
2966	222036.251
2967	222025.0731
2968	222020.6809
2969	222004.3605
2970	221969.8106
2971	221953.5339
2972	221945.4092
2973	221935.3912
2974	221931.7242
2975	221923.3401
2976	221880.5886
2977	221868.4347
2978	221856.4427
2979	221843.5524
2980	221831.5431
2981	221824.0706
2982	221814.6235
2983	221774.2094
2984	221767.2962
2985	221758.2409
2986	221729.6706
2987	221679.7168
2988	221651.82
2989	221644.6158
2990	221623.3348
2991	221614.5109
2992	221603.5661
2993	221594.824
2994	221589.3629
2995	221585.7173
2996	221574.894
2997	221558.6763
2998	221543.0735
2999	221529.0998
3000	221521.1136
3001	221474.8663
3002	221462.0253
3003	221451.3482
3004	221443.9376
3005	221435.2273
3006	221424.7367
3007	221420.1612
3008	221412.8098
3009	221394.2533
3010	221385.472
3011	221380.199
3012	221373.1045
3013	221369.5301
3014	221355.3978
3015	221351.8411
3016	221346.601
3017	221343.035
3018	221340.5851
3019	221328.9543
3020	221325.4503
3021	221313.5868
3022	221294.0121
3023	221283.6758
3024	221274.2973
3025	221266.8464
3026	221258.4036
3027	221251.2754
3028	221242.2902
3029	221237.1627
3030	221226.9496
3031	221215.4879
3032	221200.1795
3033	221195.7562
3034	221145.661
3035	221138.6212
3036	221132.5108
3037	221113.1777
3038	221108.1368
3039	221103.1552
3040	221094.647
3041	221089.6203
3042	221081.7515
3043	221073.2188
3044	221064.9847
3045	221021.5184
3046	221018.099
3047	221007.9967
3048	220974.0542
3049	220970.6519
3050	220961.522
3051	220946.3261
3052	220931.6607
3053	220899.9875
3054	220880.4876
3055	220839.2671
3056	220814.461
3057	220808.0255
3058	220800.1183
3059	220791.9156
3060	220788.5943
3061	220778.4694
3062	220768.3744
3063	220759.5761
3064	220749.488
3065	220740.8623
3066	220732.505
3067	220727.9392
3068	220719.9338
3069	220713.3016
3070	220679.8751
3071	220653.1479
3072	220612.2364
3073	220603.5639
3074	220581.6795
3075	220578.3798
3076	220563.3345
3077	220558.5111
3078	220547.5617
3079	220539.1715
3080	220532.6317
3081	220516.8496
3082	220505.1492
3083	220501.8474
3084	220493.8435
3085	220484.4914
3086	220474.2948
3087	220466.5933
3088	220461.8728
3089	220452.4287
3090	220415.8378
3091	220409.7712
3092	220406.5608
3093	220398.9024
3094	220375.9897
3095	220362.5268
3096	220315.9976
3097	220309.5488
3098	220301.7473
3099	220297.3897
3100	220291.0147
3101	220260.6304
3102	220253.3258
3103	220243.4483
3104	220228.7807
3105	220225.5509
3106	220217.9503
3107	220206.5147
3108	220196.752
3109	220155.0925
3110	220140.5394
3111	220116.2293
3112	220105.076
3113	220100.1217
3114	220076.4496
3115	220060.5775
3116	220052.7907
3117	220038.9445
3118	220022.1275
3119	220012.491
3120	220004.0889
3121	219985.3809
3122	219977.6798
3123	219957.4509
3124	219943.1389
3125	219938.2373
3126	219919.7772
3127	219897.4966
3128	219889.4139
3129	219881.2807
3130	219870.411
3131	219845.4828
3132	219814.781
3133	219798.4238
3134	219790.7978
3135	219786.2567
3136	219781.3969
3137	219773.5034
3138	219729.8659
3139	219717.4748
3140	219708.7052
3141	219696.4804
3142	219688.2341
3143	219680.1513
3144	219668.0858
3145	219660.5298
3146	219634.6332
3147	219618.4611
3148	219608.1187
3149	219587.1352
3150	219569.1344
3151	219563.9335
3152	219558.449
3153	219551.4823
3154	219512.0705
3155	219502.6322
3156	219459.7541
3157	219415.6842
3158	219407.3361
3159	219399.8466
3160	219393.1386
3161	219383.3703
3162	219377.9844
3163	219373.8325
3164	219366.0024
3165	219350.7944
3166	219341.3448
3167	219331.8741
3168	219316.9333
3169	219308.5902
3170	219284.8806
3171	219274.9262
3172	219257.1384
3173	219248.8406
3174	219235.011
3175	219229.472
3176	219226.3247
3177	219192.7796
3178	219188.7072
3179	219174.8172
3180	219162.4275
3181	219156.2853
3182	219147.1826
3183	219140.1437
3184	219135.5513
3185	219116.2883
3186	219106.9762
3187	219086.1183
3188	219072.4263
3189	219064.3989
3190	219059.8394
3191	219047.6573
3192	219040.7653
3193	219031.5747
3194	219025.687
3195	219021.4178
3196	219014.0652
3197	218973.9762
3198	218966.9732
3199	218957.6858
3200	218948.0301
3201	218934.1208
3202	218925.1464
3203	218917.4837
3204	218908.5438
3205	218899.4577
3206	218893.4667
3207	218868.08
3208	218855.0066
3209	218845.4883
3210	218824.831
3211	218821.7885
3212	218812.1277
3213	218800.1816
3214	218789.3929
3215	218783.9782
3216	218780.0079
3217	218772.3549
3218	218732.5753
3219	218726.0426
3220	218716.9432
3221	218707.5849
3222	218699.8775
3223	218667.1041
3224	218658.8254
3225	218639.2685
3226	218635.0753
3227	218627.4337
3228	218610.4425
3229	218597.3408
3230	218588.2299
3231	218584.0907
3232	218577.2734
3233	218569.6932
3234	218560.8858
3235	218555.7253
3236	218546.5533
3237	218525.5679
3238	218519.6329
3239	218513.9356
3240	218496.0844
3241	218484.2064
3242	218459.5766
3243	218458.1809
3244	218449.8049
3245	218447.1991
3246	218408.441
3247	218401.6031
