iter	Passed	Remaining
1709	4014	19462
1710	4016	19460
1711	4019	19457
1712	4021	19454
1713	4023	19452
1714	4026	19449
1715	4028	19447
1716	4030	19444
1717	4033	19443
1718	4035	19440
1719	4037	19437
1720	4040	19434
1721	4042	19432
1722	4044	19429
1723	4046	19426
1724	4049	19423
1725	4051	19421
1726	4053	19418
1727	4055	19414
1728	4058	19412
1729	4060	19410
1730	4062	19406
1731	4064	19404
1732	4067	19401
1733	4069	19399
1734	4071	19396
1735	4074	19393
1736	4076	19390
1737	4078	19388
1738	4080	19385
1739	4083	19383
1740	4085	19379
1741	4087	19377
1742	4089	19374
1743	4092	19372
1744	4094	19368
1745	4096	19365
1746	4098	19363
1747	4101	19360
1748	4103	19356
1749	4105	19354
1750	4107	19351
1751	4110	19349
1752	4112	19346
1753	4114	19343
1754	4116	19340
1755	4119	19337
1756	4121	19335
1757	4123	19331
1758	4125	19329
1759	4127	19326
1760	4130	19323
1761	4132	19321
1762	4134	19318
1763	4137	19316
1764	4139	19314
1765	4142	19312
1766	4144	19309
1767	4146	19306
1768	4148	19304
1769	4151	19301
1770	4153	19298
1771	4155	19296
1772	4157	19293
1773	4160	19291
1774	4162	19288
1775	4164	19285
1776	4167	19282
1777	4169	19279
1778	4171	19277
1779	4173	19275
1780	4176	19272
1781	4178	19270
1782	4180	19268
1783	4183	19265
1784	4185	19262
1785	4187	19260
1786	4190	19257
1787	4192	19256
1788	4195	19254
1789	4197	19251
1790	4199	19249
1791	4202	19246
1792	4204	19244
1793	4206	19241
1794	4208	19238
1795	4210	19235
1796	4213	19231
1797	4215	19229
1798	4217	19226
1799	4219	19223
1800	4221	19219
1801	4224	19216
1802	4226	19213
1803	4228	19211
1804	4230	19208
1805	4233	19206
1806	4235	19204
1807	4238	19202
1808	4240	19200
1809	4242	19198
1810	4245	19196
1811	4247	19193
1812	4249	19190
1813	4251	19187
1814	4254	19185
1815	4256	19181
1816	4258	19178
1817	4260	19175
1818	4263	19173
1819	4265	19171
1820	4267	19169
1821	4270	19166
1822	4272	19163
1823	4274	19162
1824	4277	19159
1825	4279	19156
1826	4281	19154
1827	4284	19152
1828	4286	19149
1829	4288	19147
1830	4291	19144
1831	4293	19141
1832	4295	19138
1833	4297	19135
1834	4299	19132
1835	4302	19130
1836	4304	19127
1837	4306	19123
1838	4308	19121
1839	4310	19117
1840	4313	19115
1841	4315	19112
1842	4317	19109
1843	4319	19106
1844	4321	19103
1845	4324	19100
1846	4326	19098
1847	4328	19095
1848	4331	19093
1849	4333	19090
1850	4336	19089
1851	4338	19086
1852	4340	19083
1853	4342	19080
1854	4344	19077
1855	4346	19073
1856	4349	19072
1857	4351	19069
1858	4353	19066
1859	4356	19063
1860	4358	19060
1861	4360	19057
1862	4362	19055
1863	4365	19052
1864	4367	19049
1865	4369	19048
1866	4372	19045
1867	4374	19043
1868	4376	19041
1869	4379	19038
1870	4381	19036
1871	4383	19033
1872	4385	19030
1873	4388	19027
1874	4390	19025
1875	4392	19021
1876	4394	19018
1877	4396	19015
1878	4399	19012
1879	4401	19009
1880	4403	19007
1881	4405	19004
1882	4408	19001
1883	4410	18998
1884	4412	18995
1885	4414	18993
1886	4417	18991
1887	4419	18988
1888	4421	18985
1889	4423	18983
1890	4426	18980
1891	4428	18978
1892	4430	18976
1893	4433	18973
1894	4435	18969
1895	4437	18967
1896	4439	18964
1897	4441	18961
1898	4444	18958
1899	4446	18955
1900	4448	18953
1901	4450	18950
1902	4453	18947
1903	4455	18944
1904	4457	18942
1905	4459	18939
1906	4462	18937
1907	4464	18934
1908	4466	18931
1909	4468	18928
1910	4471	18926
1911	4473	18923
1912	4475	18921
1913	4478	18919
1914	4480	18916
1915	4482	18914
1916	4485	18912
1917	4487	18909
1918	4489	18906
1919	4492	18903
1920	4494	18901
1921	4496	18898
1922	4498	18896
1923	4501	18893
1924	4503	18891
1925	4505	18889
1926	4508	18886
1927	4510	18885
1928	4513	18882
1929	4515	18880
1930	4517	18878
1931	4520	18875
1932	4522	18873
1933	4525	18872
1934	4527	18870
1935	4529	18867
1936	4532	18866
1937	4534	18863
1938	4536	18860
1939	4539	18858
1940	4541	18856
1941	4543	18854
1942	4546	18852
1943	4548	18850
1944	4551	18848
1945	4553	18846
1946	4556	18844
1947	4558	18842
1948	4560	18840
1949	4563	18837
1950	4565	18835
1951	4567	18832
1952	4569	18828
1953	4572	18827
1954	4574	18825
1955	4576	18822
1956	4579	18820
1957	4581	18817
1958	4583	18815
1959	4586	18812
1960	4588	18810
1961	4590	18807
1962	4593	18806
1963	4595	18804
1964	4598	18801
1965	4600	18799
1966	4602	18796
1967	4604	18793
1968	4607	18791
1969	4609	18789
1970	4611	18786
1971	4614	18783
1972	4616	18780
1973	4618	18778
1974	4620	18775
1975	4623	18773
1976	4625	18772
1977	4628	18769
1978	4630	18766
1979	4632	18764
1980	4634	18761
1981	4637	18758
1982	4639	18756
1983	4641	18753
1984	4643	18751
1985	4646	18748
1986	4648	18745
1987	4650	18742
1988	4652	18740
1989	4655	18737
1990	4657	18735
1991	4659	18733
1992	4662	18730
1993	4664	18727
1994	4666	18725
1995	4668	18722
1996	4671	18720
1997	4673	18718
1998	4675	18715
1999	4678	18712
2000	4680	18710
2001	4683	18708
2002	4685	18706
2003	4687	18704
2004	4690	18702
2005	4692	18699
2006	4694	18697
2007	4697	18694
2008	4699	18692
2009	4701	18690
2010	4703	18687
2011	4706	18684
2012	4708	18681
2013	4710	18678
2014	4712	18675
2015	4715	18673
2016	4717	18670
2017	4719	18668
2018	4722	18666
2019	4724	18665
2020	4727	18662
2021	4729	18661
2022	4732	18659
2023	4734	18657
2024	4736	18655
2025	4739	18653
2026	4742	18652
2027	4744	18649
2028	4746	18647
2029	4749	18645
2030	4751	18644
2031	4754	18642
2032	4756	18641
2033	4759	18639
2034	4762	18638
2035	4764	18636
2036	4766	18633
2037	4768	18631
2038	4771	18629
2039	4773	18627
2040	4776	18625
2041	4778	18622
2042	4780	18619
2043	4782	18616
2044	4785	18614
2045	4787	18611
2046	4790	18611
2047	4792	18608
2048	4795	18606
2049	4797	18604
2050	4799	18602
2051	4802	18600
2052	4804	18597
2053	4806	18594
2054	4808	18592
2055	4811	18589
2056	4813	18587
2057	4815	18585
2058	4818	18582
2059	4820	18579
2060	4822	18577
2061	4824	18574
2062	4827	18571
2063	4829	18569
2064	4831	18566
2065	4834	18563
2066	4836	18562
2067	4838	18559
2068	4841	18557
2069	4843	18555
2070	4845	18553
2071	4848	18550
2072	4850	18548
2073	4852	18545
2074	4855	18542
2075	4857	18540
2076	4859	18537
2077	4861	18535
2078	4864	18532
2079	4866	18529
2080	4868	18527
2081	4870	18524
2082	4873	18521
2083	4875	18519
2084	4877	18517
2085	4880	18514
2086	4882	18513
2087	4885	18511
2088	4887	18509
2089	4890	18507
2090	4892	18504
2091	4894	18501
2092	4897	18500
2093	4899	18497
2094	4901	18494
2095	4904	18493
2096	4906	18491
2097	4909	18489
2098	4911	18487
2099	4913	18484
2100	4916	18482
2101	4918	18480
2102	4920	18477
2103	4923	18476
2104	4925	18473
2105	4927	18471
2106	4930	18469
2107	4932	18466
2108	4934	18464
2109	4937	18461
2110	4939	18459
2111	4941	18456
2112	4944	18454
2113	4946	18451
2114	4948	18448
2115	4950	18446
2116	4952	18443
2117	4955	18440
2118	4957	18437
2119	4959	18434
2120	4961	18432
2121	4964	18429
2122	4966	18426
2123	4968	18423
2124	4970	18421
2125	4973	18418
2126	4975	18415
2127	4977	18412
2128	4979	18409
2129	4981	18407
2130	4984	18405
2131	4986	18402
2132	4988	18399
2133	4991	18397
2134	4993	18395
2135	4995	18392
2136	4997	18389
2137	5000	18386
2138	5002	18384
2139	5004	18381
2140	5007	18379
2141	5009	18376
2142	5011	18375
2143	5014	18372
2144	5016	18370
2145	5018	18367
2146	5020	18364
2147	5022	18361
2148	5025	18358
2149	5027	18355
2150	5029	18352
2151	5031	18350
2152	5036	18355
2153	5038	18353
2154	5041	18352
2155	5043	18349
2156	5046	18349
2157	5049	18349
2158	5052	18349
2159	5054	18347
2160	5057	18345
2161	5059	18343
2162	5062	18341
2163	5064	18340
2164	5067	18337
2165	5069	18334
2166	5071	18332
2167	5073	18330
2168	5076	18327
2169	5078	18326
2170	5081	18324
2171	5083	18321
2172	5085	18318
2173	5087	18315
2174	5089	18312
2175	5092	18310
2176	5094	18307
2177	5096	18304
2178	5099	18302
2179	5101	18299
2180	5103	18296
2181	5106	18294
2182	5108	18292
2183	5110	18289
2184	5112	18287
2185	5115	18284
2186	5117	18282
2187	5119	18279
2188	5122	18277
2189	5124	18275
2190	5127	18273
2191	5129	18271
2192	5131	18268
2193	5133	18266
2194	5136	18263
2195	5138	18260
2196	5140	18258
2197	5143	18256
2198	5145	18253
2199	5147	18250
2200	5150	18248
2201	5152	18245
2202	5154	18243
2203	5156	18240
2204	5159	18239
2205	5161	18236
2206	5163	18233
2207	5166	18231
2208	5168	18229
2209	5170	18226
2210	5173	18224
2211	5175	18221
2212	5177	18218
2213	5180	18216
2214	5182	18214
2215	5184	18211
2216	5186	18208
2217	5189	18206
2218	5191	18202
2219	5193	18200
2220	5195	18197
2221	5197	18195
2222	5200	18192
2223	5202	18189
2224	5204	18186
2225	5206	18184
2226	5209	18182
2227	5211	18180
2228	5214	18178
2229	5216	18175
2230	5218	18172
2231	5221	18171
2232	5223	18168
2233	5225	18165
2234	5228	18164
2235	5230	18161
2236	5232	18158
2237	5234	18156
2238	5237	18153
2239	5239	18150
2240	5241	18147
2241	5243	18145
2242	5246	18142
2243	5248	18139
2244	5250	18137
2245	5252	18134
2246	5255	18133
2247	5257	18131
2248	5260	18128
2249	5262	18126
2250	5264	18123
2251	5266	18120
2252	5269	18118
2253	5271	18115
2254	5273	18113
2255	5276	18110
2256	5278	18108
2257	5280	18105
2258	5282	18103
2259	5285	18100
2260	5287	18097
2261	5289	18095
2262	5292	18093
2263	5294	18090
2264	5296	18087
2265	5298	18085
2266	5301	18083
2267	5303	18081
2268	5305	18078
2269	5308	18076
2270	5310	18073
2271	5312	18070
2272	5315	18068
2273	5317	18065
2274	5319	18062
2275	5321	18060
2276	5324	18058
2277	5326	18055
2278	5328	18053
2279	5330	18050
2280	5333	18047
2281	5335	18044
2282	5337	18042
2283	5339	18039
2284	5342	18037
2285	5344	18034
2286	5346	18032
2287	5349	18030
2288	5351	18028
2289	5354	18026
2290	5356	18024
2291	5358	18021
2292	5360	18018
2293	5363	18016
2294	5365	18013
2295	5367	18010
2296	5370	18008
2297	5372	18005
2298	5374	18003
2299	5376	18000
2300	5379	17997
2301	5381	17995
2302	5383	17992
2303	5385	17990
2304	5388	17987
2305	5390	17985
2306	5392	17982
2307	5394	17979
2308	5397	17978
2309	5399	17975
2310	5401	17972
2311	5404	17970
2312	5406	17967
2313	5408	17965
2314	5411	17962
2315	5413	17959
2316	5415	17957
2317	5417	17954
2318	5419	17951
2319	5422	17948
2320	5424	17946
2321	5426	17943
2322	5428	17941
2323	5431	17939
2324	5433	17936
2325	5436	17934
2326	5438	17932
2327	5440	17930
2328	5443	17928
2329	5445	17926
2330	5447	17923
2331	5450	17920
2332	5452	17917
2333	5454	17915
2334	5456	17912
2335	5459	17910
2336	5461	17907
2337	5463	17904
2338	5465	17902
2339	5467	17899
2340	5470	17897
2341	5472	17894
2342	5474	17892
2343	5477	17889
2344	5479	17887
2345	5481	17884
2346	5484	17882
2347	5486	17880
2348	5488	17877
2349	5490	17874
2350	5493	17871
2351	5495	17869
2352	5497	17866
2353	5499	17864
2354	5502	17861
2355	5504	17859
2356	5506	17855
2357	5508	17852
2358	5510	17849
2359	5513	17847
2360	5515	17845
2361	5517	17843
2362	5520	17841
2363	5522	17839
2364	5525	17837
2365	5527	17834
2366	5529	17831
2367	5532	17829
2368	5534	17827
2369	5536	17824
2370	5538	17821
2371	5540	17818
2372	5543	17816
2373	5545	17814
2374	5547	17811
2375	5550	17809
2376	5552	17807
2377	5554	17804
2378	5557	17801
2379	5559	17800
2380	5561	17797
2381	5564	17794
2382	5566	17792
2383	5568	17790
2384	5571	17787
2385	5573	17784
2386	5575	17781
2387	5577	17779
2388	5580	17777
2389	5582	17774
2390	5584	17771
2391	5586	17769
2392	5589	17766
2393	5591	17764
2394	5593	17762
2395	5596	17759
2396	5598	17757
2397	5600	17754
2398	5602	17752
2399	5605	17750
2400	5607	17747
2401	5609	17744
2402	5612	17743
2403	5614	17740
2404	5616	17737
2405	5618	17734
2406	5621	17732
2407	5623	17729
2408	5625	17727
2409	5627	17724
2410	5630	17721
2411	5632	17719
2412	5634	17716
2413	5636	17714
2414	5639	17712
2415	5641	17709
2416	5643	17706
2417	5646	17705
2418	5648	17702
2419	5650	17699
2420	5653	17697
2421	5655	17695
2422	5657	17692
2423	5659	17689
2424	5662	17687
2425	5664	17684
2426	5666	17682
2427	5669	17679
2428	5671	17677
2429	5673	17674
2430	5675	17671
2431	5678	17669
2432	5680	17667
2433	5682	17665
2434	5685	17662
2435	5687	17660
2436	5690	17658
2437	5692	17656
2438	5694	17653
2439	5697	17651
2440	5699	17648
2441	5701	17646
2442	5703	17644
2443	5706	17641
2444	5708	17639
2445	5710	17637
2446	5713	17635
2447	5715	17632
2448	5717	17630
2449	5720	17627
2450	5722	17624
2451	5724	17622
2452	5726	17619
2453	5729	17616
2454	5731	17614
2455	5733	17611
2456	5735	17609
2457	5738	17607
2458	5740	17605
2459	5743	17603
2460	5745	17601
2461	5748	17599
2462	5750	17596
2463	5752	17593
2464	5754	17591
2465	5757	17588
2466	5759	17586
2467	5761	17583
2468	5763	17580
2469	5765	17577
2470	5768	17575
2471	5770	17572
2472	5772	17569
2473	5774	17567
2474	5777	17564
2475	5779	17561
2476	5781	17559
2477	5783	17557
2478	5786	17554
2479	5788	17552
2480	5791	17551
2481	5793	17548
2482	5795	17546
2483	5797	17543
2484	5800	17540
2485	5802	17537
2486	5804	17535
2487	5806	17532
2488	5809	17530
2489	5811	17527
2490	5813	17524
2491	5816	17522
2492	5818	17520
2493	5820	17517
2494	5822	17514
2495	5824	17511
2496	5826	17508
2497	5829	17506
2498	5831	17503
2499	5833	17501
2500	5836	17499
2501	5838	17497
2502	5840	17494
2503	5842	17491
2504	5845	17488
2505	5847	17485
2506	5849	17483
2507	5851	17480
2508	5853	17477
2509	5856	17474
2510	5858	17471
2511	5860	17469
2512	5862	17466
2513	5864	17463
2514	5867	17461
2515	5869	17459
2516	5871	17456
2517	5873	17453
2518	5876	17451
2519	5878	17448
2520	5880	17446
2521	5883	17444
2522	5885	17441
2523	5887	17439
2524	5890	17437
2525	5892	17435
2526	5895	17434
2527	5897	17432
2528	5900	17430
2529	5902	17427
2530	5905	17425
2531	5907	17423
2532	5910	17422
2533	5912	17419
2534	5914	17417
2535	5917	17415
2536	5919	17413
2537	5922	17411
2538	5924	17409
2539	5926	17407
2540	5929	17405
2541	5931	17403
2542	5934	17401
2543	5936	17399
2544	5939	17397
2545	5941	17395
2546	5944	17393
2547	5946	17390
2548	5948	17388
2549	5950	17386
2550	5953	17384
2551	5956	17382
2552	5958	17380
2553	5960	17378
2554	5963	17375
2555	5965	17373
2556	5967	17370
2557	5969	17368
2558	5972	17366
2559	5974	17363
2560	5976	17360
2561	5978	17357
2562	5981	17354
2563	5983	17352
2564	5985	17350
2565	5987	17347
2566	5990	17345
2567	5992	17342
2568	5994	17339
2569	5996	17336
2570	5998	17334
2571	6001	17331
2572	6003	17328
2573	6005	17326
2574	6007	17323
2575	6010	17321
2576	6012	17319
2577	6015	17318
2578	6018	17318
2579	6021	17318
2580	6024	17316
2581	6027	17315
2582	6029	17313
2583	6031	17311
2584	6034	17309
2585	6036	17307
2586	6039	17306
2587	6042	17304
2588	6044	17301
2589	6046	17299
2590	6049	17297
2591	6051	17294
2592	6053	17291
2593	6055	17289
2594	6058	17287
2595	6060	17285
2596	6063	17283
2597	6065	17281
2598	6068	17279
2599	6070	17277
2600	6072	17274
2601	6075	17273
2602	6077	17271
2603	6079	17268
2604	6082	17266
2605	6084	17264
2606	6086	17261
2607	6089	17259
2608	6091	17256
2609	6093	17254
2610	6096	17252
2611	6098	17249
2612	6100	17246
2613	6103	17244
2614	6105	17242
2615	6107	17240
2616	6110	17237
2617	6112	17235
2618	6114	17232
2619	6116	17229
2620	6119	17227
2621	6121	17224
2622	6123	17222
2623	6125	17220
2624	6128	17217
2625	6130	17216
2626	6133	17213
2627	6135	17210
2628	6137	17208
2629	6139	17205
2630	6142	17202
2631	6144	17199
2632	6146	17196
2633	6148	17194
2634	6150	17191
2635	6152	17189
2636	6155	17186
2637	6157	17183
2638	6159	17181
2639	6161	17178
2640	6164	17176
2641	6166	17173
2642	6168	17170
2643	6170	17168
2644	6173	17165
2645	6175	17163
2646	6177	17161
2647	6180	17158
2648	6182	17155
2649	6184	17153
2650	6186	17150
2651	6189	17148
2652	6191	17145
2653	6193	17142
2654	6195	17140
2655	6197	17137
2656	6199	17134
2657	6202	17131
2658	6204	17129
2659	6206	17126
2660	6208	17123
2661	6211	17121
2662	6213	17118
2663	6215	17116
2664	6217	17113
2665	6220	17111
2666	6222	17108
2667	6225	17107
2668	6227	17104
2669	6229	17102
2670	6231	17099
2671	6234	17097
2672	6236	17095
2673	6239	17093
2674	6241	17090
2675	6243	17088
2676	6245	17085
2677	6247	17082
2678	6250	17079
2679	6252	17077
2680	6254	17074
2681	6256	17072
2682	6258	17069
2683	6261	17066
2684	6263	17064
2685	6265	17061
2686	6267	17058
2687	6270	17056
2688	6272	17053
2689	6274	17051
2690	6276	17048
2691	6279	17046
2692	6281	17044
2693	6284	17042
2694	6286	17039
2695	6288	17036
2696	6290	17033
2697	6292	17031
2698	6295	17028
2699	6297	17026
2700	6299	17023
2701	6301	17020
2702	6303	17018
2703	6306	17015
2704	6308	17013
2705	6310	17010
2706	6313	17008
2707	6315	17006
2708	6317	17004
2709	6320	17001
2710	6322	16999
2711	6325	16997
2712	6327	16995
2713	6329	16992
2714	6331	16989
2715	6334	16987
2716	6336	16984
2717	6338	16982
2718	6340	16979
2719	6343	16977
2720	6345	16974
2721	6347	16972
2722	6349	16969
2723	6352	16967
2724	6354	16964
2725	6356	16962
2726	6359	16959
2727	6361	16957
2728	6363	16954
2729	6365	16951
2730	6368	16949
2731	6370	16947
2732	6372	16944
2733	6374	16942
2734	6377	16939
2735	6379	16937
2736	6381	16935
2737	6384	16932
2738	6386	16929
2739	6388	16927
2740	6390	16924
2741	6393	16922
2742	6395	16919
2743	6397	16916
2744	6399	16914
2745	6402	16911
2746	6404	16909
2747	6406	16906
2748	6408	16904
2749	6411	16901
2750	6413	16899
2751	6415	16897
2752	6418	16894
2753	6420	16893
2754	6422	16890
2755	6424	16887
2756	6427	16885
2757	6429	16883
2758	6432	16881
2759	6434	16878
2760	6436	16875
2761	6438	16873
2762	6440	16870
2763	6443	16867
2764	6445	16865
2765	6447	16862
2766	6449	16859
2767	6452	16857
2768	6454	16855
2769	6457	16853
2770	6459	16851
2771	6461	16848
2772	6463	16846
2773	6466	16844
2774	6468	16841
2775	6470	16838
2776	6473	16836
2777	6475	16834
2778	6477	16831
2779	6479	16828
2780	6481	16825
2781	6483	16822
2782	6486	16819
2783	6488	16817
2784	6490	16814
2785	6492	16812
2786	6495	16810
2787	6497	16808
2788	6500	16806
2789	6502	16803
2790	6504	16800
2791	6506	16798
2792	6509	16795
2793	6511	16793
2794	6513	16790
2795	6515	16788
2796	6518	16785
2797	6520	16782
2798	6522	16780
2799	6524	16777
2800	6526	16775
2801	6529	16772
2802	6531	16769
2803	6533	16767
2804	6535	16765
2805	6538	16762
2806	6540	16760
2807	6542	16757
2808	6545	16755
2809	6547	16753
2810	6549	16750
2811	6552	16748
2812	6554	16746
2813	6556	16743
2814	6558	16741
2815	6561	16739
2816	6563	16736
2817	6565	16734
2818	6568	16731
2819	6570	16729
2820	6572	16726
2821	6575	16724
2822	6577	16721
2823	6579	16718
2824	6581	16716
2825	6584	16714
2826	6586	16711
2827	6588	16709
2828	6591	16707
2829	6593	16704
2830	6595	16702
2831	6597	16699
2832	6600	16697
2833	6602	16695
2834	6605	16693
2835	6607	16690
2836	6609	16688
2837	6612	16686
2838	6614	16684
2839	6616	16682
2840	6619	16679
2841	6621	16677
2842	6623	16674
2843	6625	16672
2844	6628	16669
2845	6630	16667
2846	6633	16665
2847	6635	16663
2848	6637	16660
2849	6639	16658
2850	6642	16656
2851	6644	16653
2852	6646	16651
2853	6649	16648
2854	6651	16646
2855	6653	16643
2856	6656	16641
2857	6658	16640
2858	6661	16637
2859	6663	16635
2860	6665	16633
2861	6668	16630
2862	6670	16628
2863	6672	16625
2864	6674	16623
2865	6677	16620
2866	6679	16618
2867	6681	16616
2868	6684	16613
2869	6686	16610
2870	6688	16608
2871	6691	16606
2872	6693	16604
2873	6695	16601
2874	6697	16598
2875	6700	16596
2876	6702	16594
2877	6704	16592
2878	6707	16590
2879	6709	16587
2880	6711	16585
2881	6714	16583
2882	6716	16580
2883	6718	16578
2884	6721	16575
2885	6723	16573
2886	6725	16570
2887	6727	16568
2888	6730	16565
2889	6732	16563
2890	6734	16560
2891	6736	16558
2892	6739	16555
2893	6741	16552
2894	6743	16550
2895	6745	16547
2896	6747	16544
2897	6750	16542
2898	6752	16539
2899	6754	16537
2900	6757	16535
2901	6759	16532
2902	6761	16530
2903	6764	16528
2904	6766	16526
2905	6768	16523
2906	6771	16521
2907	6773	16519
2908	6775	16516
2909	6778	16514
2910	6780	16512
2911	6782	16509
2912	6785	16507
2913	6787	16504
2914	6789	16501
2915	6791	16499
2916	6793	16496
2917	6795	16493
2918	6798	16491
2919	6800	16489
2920	6802	16486
2921	6805	16484
2922	6807	16481
2923	6809	16479
2924	6812	16477
2925	6814	16474
2926	6816	16471
2927	6818	16469
2928	6821	16467
2929	6823	16464
2930	6825	16461
2931	6827	16459
2932	6830	16456
2933	6832	16454
2934	6834	16452
2935	6836	16449
2936	6839	16447
2937	6841	16445
2938	6844	16443
2939	6846	16440
2940	6848	16438
2941	6850	16435
2942	6853	16433
2943	6855	16430
2944	6857	16428
2945	6859	16425
2946	6862	16422
2947	6864	16420
2948	6866	16417
2949	6868	16415
2950	6871	16413
2951	6873	16411
2952	6875	16408
2953	6878	16406
2954	6880	16404
2955	6883	16402
2956	6885	16399
2957	6887	16397
2958	6889	16394
2959	6892	16392
2960	6894	16390
2961	6896	16387
2962	6899	16384
2963	6901	16382
2964	6903	16380
2965	6906	16378
2966	6908	16376
2967	6910	16373
2968	6913	16371
2969	6915	16368
2970	6917	16365
2971	6919	16363
2972	6922	16361
2973	6924	16358
2974	6926	16356
2975	6928	16353
2976	6930	16350
2977	6933	16348
2978	6935	16346
2979	6938	16343
2980	6940	16341
2981	6942	16339
2982	6945	16337
2983	6947	16334
2984	6949	16332
2985	6951	16329
2986	6954	16327
2987	6956	16324
2988	6959	16323
2989	6961	16320
2990	6963	16318
2991	6966	16316
2992	6968	16314
2993	6970	16311
2994	6972	16309
2995	6975	16306
2996	6977	16304
2997	6979	16301
2998	6982	16299
2999	6984	16296
3000	6986	16294
3001	6988	16291
3002	6991	16289
3003	6993	16287
3004	6995	16284
3005	6998	16282
3006	7000	16280
3007	7002	16278
3008	7005	16275
3009	7007	16274
3010	7010	16271
3011	7012	16269
3012	7015	16267
3013	7017	16265
3014	7019	16262
3015	7022	16260
3016	7024	16258
3017	7026	16256
3018	7029	16253
3019	7031	16251
3020	7033	16249
3021	7035	16246
3022	7038	16244
3023	7040	16242
3024	7043	16239
3025	7045	16237
3026	7047	16235
3027	7050	16233
3028	7052	16231
3029	7055	16230
3030	7058	16228
3031	7060	16226
3032	7062	16223
3033	7065	16221
3034	7067	16218
3035	7069	16216
3036	7072	16214
3037	7074	16211
3038	7076	16209
3039	7079	16207
3040	7081	16204
3041	7083	16202
3042	7086	16200
3043	7088	16198
3044	7091	16196
3045	7093	16194
3046	7095	16191
3047	7098	16189
3048	7100	16187
3049	7103	16185
3050	7105	16184
3051	7108	16181
3052	7110	16179
3053	7112	16176
3054	7114	16174
3055	7117	16171
3056	7119	16169
3057	7121	16166
3058	7123	16164
3059	7126	16162
3060	7128	16159
3061	7130	16157
3062	7133	16154
3063	7135	16153
3064	7138	16150
3065	7140	16148
3066	7142	16145
3067	7144	16143
3068	7147	16140
3069	7149	16138
3070	7151	16136
3071	7154	16133
3072	7156	16131
3073	7158	16129
3074	7160	16126
3075	7163	16124
3076	7165	16121
3077	7167	16119
3078	7169	16116
3079	7172	16113
3080	7174	16111
3081	7177	16109
3082	7179	16107
3083	7181	16104
3084	7184	16102
3085	7186	16100
3086	7188	16098
3087	7191	16096
3088	7193	16093
3089	7195	16091
3090	7198	16089
3091	7200	16086
3092	7202	16084
3093	7205	16082
3094	7207	16080
3095	7209	16077
3096	7212	16075
3097	7214	16073
3098	7216	16071
3099	7219	16068
3100	7221	16066
3101	7223	16063
3102	7226	16061
3103	7228	16059
3104	7230	16056
3105	7233	16054
3106	7235	16051
3107	7237	16049
3108	7239	16046
3109	7242	16044
3110	7244	16041
3111	7246	16039
3112	7249	16037
3113	7251	16035
3114	7253	16032
3115	7255	16029
3116	7258	16027
3117	7260	16024
3118	7262	16022
3119	7264	16019
3120	7267	16017
3121	7269	16015
3122	7271	16012
3123	7274	16010
3124	7276	16007
3125	7278	16005
3126	7280	16002
3127	7282	16000
3128	7285	15997
3129	7287	15995
3130	7289	15992
3131	7292	15990
3132	7294	15987
3133	7296	15984
3134	7298	15982
3135	7300	15980
3136	7303	15977
3137	7305	15975
3138	7307	15972
3139	7310	15970
3140	7312	15968
3141	7314	15966
3142	7317	15963
3143	7319	15961
3144	7321	15958
3145	7324	15956
3146	7326	15954
3147	7328	15951
3148	7330	15949
3149	7332	15946
3150	7335	15943
3151	7337	15941
3152	7339	15939
3153	7342	15936
3154	7344	15934
3155	7347	15932
3156	7349	15930
3157	7351	15927
3158	7354	15925
3159	7356	15923
3160	7358	15921
3161	7361	15918
3162	7363	15916
3163	7365	15913
3164	7367	15911
3165	7370	15908
3166	7372	15906
3167	7374	15904
3168	7377	15901
3169	7379	15899
3170	7381	15897
3171	7384	15894
3172	7386	15892
3173	7388	15890
3174	7390	15887
3175	7393	15886
3176	7395	15883
3177	7398	15881
3178	7400	15879
3179	7403	15877
3180	7405	15875
3181	7407	15872
3182	7410	15870
3183	7412	15868
3184	7414	15865
3185	7417	15863
3186	7419	15860
3187	7421	15858
3188	7423	15856
3189	7426	15853
3190	7428	15851
3191	7430	15848
3192	7433	15846
3193	7435	15843
3194	7437	15841
3195	7440	15839
3196	7442	15837
3197	7444	15834
3198	7447	15832
3199	7449	15830
3200	7451	15827
3201	7454	15825
3202	7456	15822
3203	7458	15820
3204	7460	15817
3205	7463	15815
3206	7465	15812
3207	7467	15810
3208	7470	15808
3209	7472	15806
3210	7474	15804
3211	7477	15802
3212	7479	15799
3213	7481	15797
3214	7484	15794
3215	7486	15792
3216	7488	15790
3217	7491	15788
3218	7493	15785
3219	7495	15783
3220	7497	15780
3221	7500	15777
3222	7502	15775
3223	7504	15772
3224	7507	15770
3225	7509	15768
3226	7511	15765
3227	7513	15763
3228	7516	15761
3229	7518	15758
3230	7520	15756
3231	7522	15753
3232	7525	15751
3233	7527	15748
3234	7529	15746
3235	7532	15743
3236	7534	15741
3237	7536	15739
3238	7539	15736
3239	7541	15735
3240	7544	15732
3241	7546	15730
3242	7548	15727
3243	7550	15725
3244	7552	15722
3245	7554	15719
3246	7557	15717
3247	7559	15714
3248	7561	15712
3249	7564	15709
3250	7566	15707
3251	7568	15705
3252	7571	15702
3253	7573	15700
3254	7575	15698
3255	7578	15696
3256	7580	15693
3257	7582	15691
3258	7585	15689
3259	7587	15686
3260	7589	15684
3261	7591	15681
3262	7593	15678
