iter	Passed	Remaining
676	1623	22362
677	1626	22360
678	1628	22356
679	1630	22353
680	1633	22350
681	1635	22346
682	1637	22342
683	1640	22342
684	1642	22339
685	1645	22337
686	1647	22332
687	1649	22328
688	1652	22325
689	1654	22321
690	1656	22317
691	1658	22314
692	1661	22310
693	1663	22306
694	1665	22304
695	1668	22299
696	1670	22294
697	1672	22291
698	1674	22287
699	1677	22282
700	1678	22263
701	1680	22259
702	1682	22255
703	1685	22253
704	1687	22248
705	1689	22244
706	1691	22240
707	1694	22237
708	1696	22231
709	1698	22226
710	1701	22224
711	1703	22221
712	1705	22217
713	1707	22211
714	1710	22207
715	1712	22201
716	1714	22199
717	1716	22193
718	1719	22189
719	1721	22186
720	1723	22183
721	1726	22180
722	1728	22179
723	1730	22175
724	1733	22172
725	1735	22167
726	1737	22162
727	1739	22158
728	1742	22154
729	1744	22149
730	1746	22146
731	1748	22144
732	1751	22140
733	1753	22136
734	1755	22132
735	1758	22128
736	1760	22125
737	1762	22123
738	1765	22119
739	1767	22113
740	1769	22109
741	1771	22108
742	1774	22104
743	1776	22100
744	1778	22095
745	1780	22092
746	1783	22087
747	1785	22084
748	1788	22084
749	1790	22080
750	1792	22075
751	1794	22071
752	1796	22067
753	1799	22064
754	1801	22063
755	1804	22060
756	1806	22057
757	1808	22052
758	1811	22050
759	1813	22047
760	1815	22046
761	1818	22045
762	1820	22043
763	1823	22040
764	1825	22035
765	1827	22031
766	1829	22027
767	1832	22024
768	1834	22019
769	1836	22015
770	1838	22010
771	1841	22007
772	1843	22003
773	1845	22002
774	1847	21996
775	1850	21993
776	1852	21990
777	1854	21986
778	1857	21982
779	1859	21979
780	1861	21976
781	1864	21973
782	1866	21968
783	1868	21966
784	1870	21962
785	1873	21958
786	1875	21956
787	1877	21953
788	1880	21949
789	1882	21944
790	1884	21940
791	1886	21934
792	1889	21932
793	1891	21928
794	1893	21925
795	1896	21923
796	1898	21919
797	1900	21914
798	1902	21912
799	1905	21908
800	1907	21908
801	1910	21908
802	1912	21904
803	1914	21901
804	1917	21898
805	1919	21895
806	1921	21892
807	1924	21888
808	1926	21884
809	1928	21880
810	1930	21876
811	1933	21872
812	1935	21867
813	1937	21866
814	1939	21863
815	1942	21861
816	1944	21861
817	1947	21857
818	1949	21858
819	1952	21855
820	1954	21851
821	1957	21853
822	1959	21849
823	1961	21847
824	1964	21842
825	1966	21842
826	1968	21838
827	1971	21836
828	1973	21832
829	1975	21828
830	1978	21827
831	1980	21822
832	1982	21819
833	1985	21818
834	1987	21813
835	1989	21811
836	1992	21808
837	1994	21804
838	1996	21803
839	1999	21800
840	2001	21796
841	2003	21792
842	2005	21789
843	2008	21785
844	2010	21782
845	2012	21780
846	2015	21776
847	2017	21773
848	2019	21767
849	2021	21763
850	2024	21760
851	2026	21757
852	2028	21752
853	2030	21748
854	2032	21743
855	2035	21739
856	2037	21735
857	2039	21733
858	2041	21729
859	2044	21727
860	2046	21723
861	2048	21719
862	2051	21715
863	2053	21710
864	2055	21704
865	2057	21701
866	2059	21697
867	2061	21693
868	2064	21691
869	2066	21688
870	2068	21684
871	2071	21681
872	2073	21678
873	2075	21675
874	2078	21673
875	2080	21671
876	2082	21667
877	2085	21664
878	2087	21661
879	2089	21657
880	2092	21655
881	2094	21651
882	2096	21649
883	2099	21645
884	2101	21642
885	2103	21639
886	2105	21635
887	2108	21633
888	2110	21628
889	2112	21628
890	2115	21624
891	2117	21620
892	2119	21616
893	2121	21613
894	2124	21610
895	2126	21607
896	2129	21605
897	2131	21602
898	2133	21598
899	2135	21595
900	2138	21593
901	2140	21590
902	2142	21586
903	2145	21584
904	2147	21579
905	2149	21576
906	2151	21572
907	2154	21569
908	2156	21564
909	2158	21560
910	2160	21558
911	2163	21554
912	2165	21550
913	2167	21547
914	2169	21544
915	2172	21543
916	2174	21542
917	2177	21538
918	2179	21535
919	2181	21531
920	2183	21528
921	2186	21525
922	2188	21523
923	2190	21520
924	2193	21518
925	2195	21516
926	2197	21512
927	2200	21509
928	2202	21506
929	2204	21503
930	2207	21499
931	2209	21499
932	2211	21495
933	2214	21493
934	2216	21492
935	2218	21488
936	2221	21484
937	2223	21479
938	2225	21476
939	2227	21471
940	2230	21468
941	2232	21464
942	2234	21464
943	2237	21460
944	2239	21457
945	2241	21456
946	2243	21451
947	2246	21446
948	2248	21444
949	2250	21439
950	2252	21436
951	2255	21434
952	2257	21433
953	2260	21432
954	2262	21429
955	2264	21425
956	2267	21422
957	2269	21419
958	2271	21415
959	2274	21413
960	2276	21412
961	2278	21407
962	2280	21404
963	2283	21402
964	2285	21397
965	2287	21396
966	2290	21392
967	2292	21388
968	2294	21386
969	2297	21383
970	2299	21380
971	2301	21379
972	2304	21376
973	2306	21374
974	2308	21371
975	2311	21367
976	2313	21364
977	2315	21360
978	2317	21356
979	2319	21352
980	2322	21350
981	2324	21347
982	2326	21343
983	2329	21342
984	2331	21339
985	2333	21335
986	2336	21334
987	2338	21330
988	2340	21327
989	2343	21323
990	2345	21320
991	2347	21318
992	2350	21316
993	2352	21314
994	2354	21310
995	2357	21308
996	2359	21305
997	2361	21302
998	2364	21299
999	2366	21295
1000	2368	21292
1001	2370	21288
1002	2372	21284
1003	2375	21283
1004	2377	21280
1005	2379	21277
1006	2382	21275
1007	2384	21271
1008	2386	21268
1009	2389	21266
1010	2391	21265
1011	2394	21265
1012	2396	21265
1013	2399	21261
1014	2401	21257
1015	2403	21255
1016	2406	21253
1017	2408	21249
1018	2410	21247
1019	2413	21246
1020	2415	21244
1021	2418	21242
1022	2420	21240
1023	2422	21237
1024	2425	21234
1025	2427	21231
1026	2429	21228
1027	2432	21225
1028	2434	21223
1029	2436	21222
1030	2439	21219
1031	2441	21216
1032	2443	21213
1033	2446	21210
1034	2448	21206
1035	2450	21204
1036	2452	21201
1037	2455	21198
1038	2457	21196
1039	2459	21192
1040	2462	21189
1041	2464	21186
1042	2466	21183
1043	2469	21181
1044	2471	21178
1045	2473	21175
1046	2475	21171
1047	2478	21170
1048	2480	21168
1049	2483	21167
1050	2485	21165
1051	2487	21161
1052	2490	21158
1053	2492	21154
1054	2494	21150
1055	2497	21149
1056	2499	21148
1057	2502	21146
1058	2504	21143
1059	2506	21139
1060	2508	21135
1061	2510	21132
1062	2513	21129
1063	2515	21126
1064	2517	21123
1065	2520	21120
1066	2522	21118
1067	2524	21114
1068	2527	21112
1069	2529	21109
1070	2532	21109
1071	2534	21107
1072	2536	21103
1073	2538	21097
1074	2540	21094
1075	2542	21090
1076	2545	21088
1077	2547	21085
1078	2550	21083
1079	2552	21081
1080	2554	21077
1081	2556	21074
1082	2559	21070
1083	2561	21069
1084	2563	21065
1085	2566	21062
1086	2568	21059
1087	2570	21058
1088	2573	21054
1089	2575	21051
1090	2577	21048
1091	2579	21045
1092	2582	21042
1093	2584	21039
1094	2586	21038
1095	2589	21035
1096	2591	21034
1097	2594	21032
1098	2596	21031
1099	2599	21031
1100	2601	21029
1101	2604	21030
1102	2607	21029
1103	2609	21027
1104	2611	21024
1105	2614	21022
1106	2616	21018
1107	2618	21015
1108	2621	21013
1109	2623	21011
1110	2625	21008
1111	2628	21007
1112	2630	21004
1113	2632	21002
1114	2635	21000
1115	2637	20996
1116	2639	20993
1117	2642	20990
1118	2644	20987
1119	2646	20984
1120	2649	20982
1121	2651	20978
1122	2653	20975
1123	2655	20972
1124	2657	20968
1125	2660	20964
1126	2662	20962
1127	2664	20959
1128	2667	20958
1129	2669	20955
1130	2672	20954
1131	2674	20953
1132	2676	20949
1133	2679	20947
1134	2681	20944
1135	2683	20940
1136	2686	20938
1137	2688	20935
1138	2690	20932
1139	2693	20930
1140	2695	20927
1141	2697	20924
1142	2699	20921
1143	2702	20918
1144	2704	20915
1145	2706	20912
1146	2709	20909
1147	2711	20907
1148	2713	20905
1149	2715	20897
1150	2717	20894
1151	2720	20892
1152	2722	20890
1153	2725	20889
1154	2727	20886
1155	2729	20884
1156	2732	20881
1157	2734	20879
1158	2736	20877
1159	2739	20873
1160	2741	20872
1161	2743	20868
1162	2746	20865
1163	2748	20862
1164	2750	20859
1165	2752	20852
1166	2754	20850
1167	2756	20847
1168	2759	20844
1169	2761	20844
1170	2764	20840
1171	2766	20836
1172	2768	20836
1173	2771	20834
1174	2773	20832
1175	2776	20830
1176	2778	20828
1177	2780	20824
1178	2783	20823
1179	2785	20819
1180	2787	20816
1181	2790	20815
1182	2792	20812
1183	2795	20811
1184	2797	20809
1185	2799	20806
1186	2802	20803
1187	2804	20801
1188	2806	20798
1189	2808	20794
1190	2811	20791
1191	2813	20788
1192	2815	20786
1193	2818	20783
1194	2820	20780
1195	2822	20778
1196	2824	20775
1197	2827	20772
1198	2829	20770
1199	2831	20766
1200	2834	20763
1201	2836	20760
1202	2838	20756
1203	2840	20753
1204	2843	20751
1205	2845	20748
1206	2847	20746
1207	2850	20743
1208	2852	20740
1209	2854	20734
1210	2856	20731
1211	2858	20728
1212	2861	20726
1213	2863	20722
1214	2865	20718
1215	2867	20715
1216	2870	20713
1217	2872	20710
1218	2874	20707
1219	2877	20705
1220	2879	20701
1221	2881	20697
1222	2883	20694
1223	2885	20691
1224	2888	20688
1225	2890	20687
1226	2893	20685
1227	2895	20683
1228	2897	20680
1229	2900	20677
1230	2902	20675
1231	2904	20672
1232	2906	20669
1233	2909	20667
1234	2911	20663
1235	2913	20660
1236	2916	20657
1237	2918	20652
1238	2920	20650
1239	2922	20648
1240	2925	20646
1241	2927	20642
1242	2929	20640
1243	2932	20637
1244	2934	20635
1245	2936	20633
1246	2939	20631
1247	2941	20628
1248	2943	20626
1249	2946	20623
1250	2948	20621
1251	2950	20616
1252	2952	20614
1253	2955	20611
1254	2957	20610
1255	2959	20605
1256	2961	20601
1257	2964	20598
1258	2966	20595
1259	2968	20592
1260	2971	20590
1261	2973	20587
1262	2975	20584
1263	2977	20581
1264	2980	20578
1265	2982	20574
1266	2984	20571
1267	2986	20568
1268	2989	20564
1269	2991	20562
1270	2993	20558
1271	2995	20555
1272	2998	20553
1273	3000	20548
1274	3002	20545
1275	3004	20542
1276	3006	20539
1277	3009	20536
1278	3011	20532
1279	3018	20565
1280	3021	20565
1281	3023	20564
1282	3026	20562
1283	3028	20561
1284	3031	20559
1285	3033	20557
1286	3036	20555
1287	3039	20556
1288	3041	20554
1289	3043	20552
1290	3046	20550
1291	3048	20546
1292	3050	20542
1293	3052	20540
1294	3055	20536
1295	3057	20533
1296	3059	20530
1297	3061	20527
1298	3064	20525
1299	3066	20523
1300	3069	20520
1301	3071	20518
1302	3073	20514
1303	3075	20510
1304	3077	20507
1305	3080	20504
1306	3082	20501
1307	3084	20498
1308	3087	20496
1309	3089	20493
1310	3091	20491
1311	3093	20487
1312	3096	20484
1313	3098	20482
1314	3100	20479
1315	3103	20476
1316	3105	20474
1317	3107	20472
1318	3110	20472
1319	3112	20470
1320	3115	20467
1321	3117	20465
1322	3119	20462
1323	3122	20459
1324	3124	20455
1325	3126	20452
1326	3128	20448
1327	3130	20445
1328	3133	20443
1329	3135	20440
1330	3137	20437
1331	3140	20434
1332	3142	20431
1333	3144	20426
1334	3146	20424
1335	3149	20422
1336	3151	20420
1337	3154	20420
1338	3156	20417
1339	3159	20415
1340	3161	20412
1341	3163	20410
1342	3165	20406
1343	3168	20404
1344	3170	20402
1345	3172	20399
1346	3175	20397
1347	3177	20394
1348	3179	20391
1349	3182	20389
1350	3184	20386
1351	3186	20383
1352	3189	20381
1353	3191	20379
1354	3193	20377
1355	3196	20374
1356	3198	20372
1357	3200	20369
1358	3203	20366
1359	3205	20363
1360	3207	20361
1361	3209	20358
1362	3212	20357
1363	3214	20354
1364	3217	20351
1365	3219	20348
1366	3221	20346
1367	3224	20343
1368	3226	20340
1369	3228	20338
1370	3231	20336
1371	3233	20333
1372	3235	20330
1373	3237	20326
1374	3240	20324
1375	3242	20320
1376	3244	20317
1377	3246	20315
1378	3249	20312
1379	3251	20309
1380	3253	20306
1381	3256	20304
1382	3258	20301
1383	3260	20298
1384	3262	20295
1385	3265	20292
1386	3267	20290
1387	3269	20287
1388	3271	20283
1389	3273	20279
1390	3276	20276
1391	3278	20273
1392	3280	20271
1393	3283	20270
1394	3285	20267
1395	3287	20262
1396	3289	20259
1397	3292	20256
1398	3294	20253
1399	3296	20249
1400	3298	20245
1401	3300	20242
1402	3303	20239
1403	3305	20236
1404	3307	20234
1405	3309	20231
1406	3312	20229
1407	3314	20227
1408	3316	20223
1409	3319	20220
1410	3321	20218
1411	3323	20214
1412	3325	20211
1413	3328	20210
1414	3330	20208
1415	3333	20205
1416	3335	20202
1417	3337	20200
1418	3339	20196
1419	3342	20194
1420	3344	20191
1421	3346	20187
1422	3348	20184
1423	3351	20181
1424	3353	20178
1425	3355	20175
1426	3357	20172
1427	3360	20170
1428	3362	20167
1429	3364	20164
1430	3366	20161
1431	3369	20159
1432	3371	20157
1433	3373	20153
1434	3376	20152
1435	3378	20149
1436	3380	20146
1437	3383	20144
1438	3385	20140
1439	3387	20137
1440	3389	20134
1441	3392	20131
1442	3394	20128
1443	3396	20126
1444	3398	20122
1445	3401	20119
1446	3403	20118
1447	3405	20115
1448	3408	20112
1449	3410	20110
1450	3412	20107
1451	3415	20104
1452	3417	20102
1453	3419	20098
1454	3421	20095
1455	3424	20093
1456	3426	20090
1457	3428	20087
1458	3430	20083
1459	3432	20080
1460	3435	20076
1461	3437	20073
1462	3439	20070
1463	3441	20067
1464	3444	20064
1465	3446	20062
1466	3448	20058
1467	3450	20057
1468	3453	20054
1469	3455	20051
1470	3457	20049
1471	3460	20046
1472	3462	20043
1473	3464	20041
1474	3466	20037
1475	3469	20034
1476	3471	20032
1477	3473	20029
1478	3475	20026
1479	3478	20023
1480	3480	20021
1481	3482	20018
1482	3485	20015
1483	3487	20012
1484	3489	20010
1485	3491	20006
1486	3494	20003
1487	3496	20000
1488	3498	19998
1489	3500	19994
1490	3503	19992
1491	3505	19990
1492	3507	19987
1493	3510	19985
1494	3512	19982
1495	3514	19979
1496	3516	19976
1497	3519	19974
1498	3521	19970
1499	3523	19967
1500	3525	19964
1501	3528	19960
1502	3530	19956
1503	3532	19954
1504	3534	19951
1505	3537	19949
1506	3539	19947
1507	3541	19944
1508	3544	19941
1509	3546	19940
1510	3548	19937
1511	3551	19935
1512	3553	19934
1513	3555	19931
1514	3558	19928
1515	3560	19925
1516	3562	19922
1517	3565	19920
1518	3567	19918
1519	3570	19917
1520	3572	19915
1521	3574	19913
1522	3577	19910
1523	3579	19908
1524	3581	19905
1525	3584	19903
1526	3586	19901
1527	3588	19898
1528	3591	19896
1529	3593	19892
1530	3595	19890
1531	3598	19887
1532	3600	19885
1533	3602	19883
1534	3605	19880
1535	3607	19878
1536	3609	19875
1537	3612	19873
1538	3614	19870
1539	3616	19867
1540	3618	19865
1541	3621	19862
1542	3623	19858
1543	3625	19856
1544	3631	19872
1545	3633	19871
1546	3636	19869
1547	3638	19867
1548	3641	19866
1549	3644	19865
1550	3646	19866
1551	3649	19864
1552	3651	19862
1553	3654	19862
1554	3656	19860
1555	3659	19858
1556	3661	19855
1557	3663	19852
1558	3666	19849
1559	3668	19847
1560	3670	19844
1561	3672	19841
1562	3675	19838
1563	3677	19834
1564	3679	19831
1565	3681	19828
1566	3683	19824
1567	3686	19822
1568	3688	19819
1569	3690	19815
1570	3693	19814
1571	3695	19812
1572	3697	19809
1573	3699	19806
1574	3702	19804
1575	3704	19802
1576	3707	19800
1577	3709	19797
1578	3711	19794
1579	3714	19792
1580	3716	19789
1581	3718	19787
1582	3721	19785
1583	3723	19782
1584	3725	19779
1585	3727	19776
1586	3730	19773
1587	3732	19771
1588	3734	19769
1589	3737	19766
1590	3739	19763
1591	3741	19761
1592	3743	19758
1593	3746	19756
1594	3749	19756
1595	3751	19755
1596	3754	19753
1597	3756	19751
1598	3758	19748
1599	3761	19746
1600	3763	19744
1601	3765	19741
1602	3768	19739
1603	3770	19736
1604	3772	19734
1605	3775	19731
1606	3777	19728
1607	3779	19724
1608	3782	19723
1609	3784	19720
1610	3786	19717
1611	3788	19715
1612	3791	19712
1613	3793	19711
1614	3796	19709
1615	3798	19707
1616	3800	19704
1617	3803	19701
1618	3805	19698
1619	3807	19696
1620	3809	19692
1621	3811	19689
1622	3814	19686
1623	3816	19683
1624	3818	19680
1625	3820	19677
1626	3823	19675
1627	3825	19671
1628	3827	19669
1629	3830	19667
1630	3832	19664
1631	3834	19661
1632	3836	19659
1633	3839	19657
1634	3841	19655
1635	3844	19652
1636	3846	19650
1637	3848	19647
1638	3850	19644
1639	3853	19641
1640	3855	19638
1641	3857	19636
1642	3859	19632
1643	3862	19629
1644	3864	19627
1645	3866	19623
1646	3869	19622
1647	3871	19619
1648	3873	19616
1649	3875	19614
1650	3878	19611
1651	3880	19608
1652	3882	19605
1653	3884	19602
1654	3887	19600
1655	3889	19598
1656	3891	19595
1657	3893	19592
1658	3896	19589
1659	3898	19587
1660	3900	19584
1661	3903	19581
1662	3905	19578
1663	3907	19575
1664	3909	19572
1665	3912	19570
1666	3914	19567
1667	3916	19564
1668	3918	19561
1669	3921	19558
1670	3923	19557
1671	3925	19554
1672	3928	19551
1673	3930	19548
1674	3932	19546
1675	3934	19543
1676	3937	19540
1677	3939	19537
1678	3941	19534
1679	3944	19532
1680	3947	19534
1681	3950	19535
1682	3952	19532
1683	3954	19529
1684	3957	19527
1685	3959	19525
1686	3961	19522
1687	3964	19519
1688	3966	19517
1689	3968	19514
1690	3971	19512
1691	3973	19510
1692	3975	19507
1693	3978	19505
1694	3980	19502
1695	3982	19499
1696	3984	19497
1697	3987	19495
1698	3989	19492
1699	3992	19491
1700	3994	19488
1701	3996	19486
1702	3998	19482
1703	4001	19479
1704	4003	19476
1705	4005	19474
1706	4007	19471
1707	4010	19469
1708	4012	19466
